"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Valor da produção (Mil Reais)"
"Brasil e Município";"Ano x Produto das lavouras temporárias e permanentes"
"Brasil e Município";"2020";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2021";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2022"
"Brasil e Município";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva";"Alfafa fenada";"Algodão arbóreo (em caroço)";"Algodão herbáceo (em caroço)";"Amendoim (em casca)";"Banana (cacho)";"Batata-doce";"Batata-inglesa";"Cacau (em amêndoa)";"Café (em grão) Total";"Café (em grão) Arábica";"Café (em grão) Canephora";"Caju";"Castanha de caju";"Erva-mate (folha verde)";"Fava (em grão)";"Feijão (em grão)";"Girassol (em grão)";"Guaraná (semente)";"Juta (fibra)";"Malva (fibra)";"Mamona (baga)";"Mandioca";"Manga";"Melancia";"Melão";"Milho (em grão)";"Noz (fruto seco)";"Pimenta-do-reino";"Soja (em grão)";"Sorgo (em grão)";"Tomate";"Trigo (em grão)";"Triticale (em grão)";"Tungue (fruto seco)";"Urucum (semente)";"Uva"
"Alagoinha do Piauí (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"781";"-";"-";"5328";"-";"-";"-";"-";"-";"64";"-";"-";"-";"1688";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"1020";"-";"-";"1707";"-";"-";"-";"-";"-";"110";"-";"-";"-";"1435";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"918";"-";"-";"7355";"-";"-";"-";"-";"-";"154";"-";"-";"-";"1313";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alegrete do Piauí (PI)";"...";"-";"86";"-";"-";"-";"-";"-";"-";"-";"-";"...";"8";"-";"60";"6213";"-";"-";"-";"-";"-";"-";"-";"333";"-";"3888";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"17";"-";"-";"-";"-";"-";"-";"-";"-";"...";"7";"-";"38";"1650";"-";"-";"-";"-";"-";"-";"-";"295";"-";"1724";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"20";"-";"-";"-";"-";"-";"-";"-";"-";"...";"7";"-";"20";"1215";"-";"-";"-";"-";"-";"-";"-";"570";"-";"6001";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alto Longá (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"434";"-";"-";"1400";"-";"-";"-";"-";"-";"338";"-";"1613";"-";"961";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"217";"-";"-";"2112";"-";"-";"-";"-";"-";"708";"-";"1512";"-";"1225";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"129";"-";"-";"941";"-";"-";"-";"-";"-";"406";"-";"1596";"-";"1298";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Altos (PI)";"...";"-";"-";"-";"32";"-";"-";"-";"-";"-";"-";"...";"31";"-";"25";"651";"-";"-";"-";"-";"-";"380";"169";"2486";"-";"350";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"...";"18";"-";"26";"924";"-";"-";"-";"-";"-";"403";"314";"2545";"-";"599";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"27";"-";"-";"-";"-";"-";"-";"...";"56";"-";"36";"1093";"-";"-";"-";"-";"-";"428";"356";"2925";"-";"778";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alvorada do Gurguéia (PI)";"...";"-";"-";"-";"960";"-";"-";"-";"-";"-";"-";"...";"10";"-";"-";"221";"-";"-";"-";"-";"-";"336";"-";"320";"-";"7449";"-";"-";"9622";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"738";"-";"-";"-";"-";"-";"-";"...";"13";"-";"-";"453";"-";"-";"-";"-";"-";"379";"-";"820";"-";"7683";"-";"-";"19471";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1260";"-";"-";"-";"-";"-";"-";"...";"14";"-";"-";"422";"-";"-";"-";"-";"-";"432";"-";"900";"-";"14202";"-";"-";"19795";"184";"-";"-";"-";"-";"-";"-"
"Amarante (PI)";"...";"-";"-";"-";"380";"-";"-";"-";"-";"-";"-";"...";"257";"-";"83";"1123";"-";"-";"-";"-";"-";"2145";"218";"-";"-";"1913";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"413";"-";"-";"-";"-";"-";"-";"...";"480";"-";"85";"1353";"-";"-";"-";"-";"-";"2513";"238";"-";"-";"3123";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"618";"-";"-";"-";"-";"-";"-";"...";"537";"-";"80";"1178";"-";"-";"-";"-";"-";"1786";"311";"-";"-";"2400";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Angical do Piauí (PI)";"...";"-";"-";"-";"537";"-";"-";"-";"-";"-";"-";"...";"18";"-";"76";"112";"-";"-";"-";"-";"-";"194";"-";"-";"-";"553";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"468";"-";"-";"-";"-";"-";"-";"...";"35";"-";"70";"136";"-";"-";"-";"-";"-";"246";"-";"-";"-";"1004";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"814";"-";"-";"-";"-";"-";"-";"...";"65";"-";"108";"193";"-";"-";"-";"-";"-";"192";"-";"-";"-";"1440";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Anísio de Abreu (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"8";"-";"-";"747";"-";"-";"-";"-";"-";"80";"-";"-";"-";"2496";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"4";"-";"-";"296";"-";"-";"-";"-";"-";"97";"-";"-";"-";"591";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"14";"-";"-";"382";"-";"-";"-";"-";"-";"231";"-";"-";"-";"1973";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Aroazes (PI)";"...";"-";"-";"-";"400";"-";"-";"-";"-";"-";"-";"...";"20";"-";"31";"123";"-";"-";"-";"-";"-";"40";"-";"119";"-";"1315";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"410";"-";"-";"-";"-";"-";"-";"...";"41";"-";"42";"140";"-";"-";"-";"-";"-";"44";"-";"121";"-";"944";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"200";"-";"-";"-";"-";"-";"-";"...";"35";"-";"18";"20";"-";"-";"-";"-";"-";"42";"-";"125";"-";"352";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Aroeiras do Itaim (PI)";"...";"-";"-";"-";"40";"-";"-";"-";"-";"-";"-";"...";"14";"-";"-";"910";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3057";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"8";"-";"-";"241";"-";"-";"-";"-";"-";"-";"-";"-";"-";"586";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"13";"-";"-";"501";"-";"-";"-";"-";"-";"-";"-";"-";"-";"768";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Arraial (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"58";"-";"-";"235";"-";"-";"-";"-";"-";"32";"-";"-";"-";"972";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"67";"-";"-";"398";"-";"-";"-";"-";"-";"33";"-";"-";"-";"1193";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"74";"-";"-";"334";"-";"-";"-";"-";"-";"32";"-";"-";"-";"1122";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Assunção do Piauí (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"20";"-";"-";"707";"-";"-";"-";"-";"-";"41";"-";"36";"-";"288";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"11";"-";"-";"2897";"-";"-";"-";"-";"-";"72";"-";"-";"-";"453";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"21";"-";"-";"1520";"-";"-";"-";"-";"-";"63";"-";"-";"-";"1268";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Avelino Lopes (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1016";"-";"-";"-";"-";"-";"43";"-";"-";"-";"1730";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1706";"-";"-";"-";"-";"-";"140";"-";"-";"-";"2422";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"956";"-";"-";"-";"-";"-";"33";"-";"-";"-";"829";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Barra D'Alcântara (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"5";"-";"105";"10";"-";"-";"-";"-";"-";"56";"-";"61";"-";"301";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"8";"-";"65";"15";"-";"-";"-";"-";"-";"64";"-";"94";"-";"487";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"10";"-";"115";"14";"-";"-";"-";"-";"-";"55";"-";"108";"-";"508";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Barras (PI)";"...";"-";"-";"-";"351";"-";"-";"-";"-";"-";"-";"...";"385";"-";"17";"720";"-";"-";"-";"-";"-";"1104";"446";"4876";"-";"1373";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"394";"-";"-";"-";"-";"-";"-";"...";"431";"-";"40";"873";"-";"-";"-";"-";"-";"1035";"432";"6804";"-";"1967";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"513";"-";"-";"-";"-";"-";"-";"...";"492";"-";"45";"1031";"-";"-";"-";"-";"-";"1400";"648";"5670";"-";"1885";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Barreiras do Piauí (PI)";"...";"-";"9126";"-";"-";"-";"-";"-";"-";"-";"-";"...";"5";"-";"66";"195";"-";"-";"-";"-";"-";"128";"-";"-";"-";"21243";"-";"-";"68821";"-";"-";"-";"-";"-";"-";"-";"...";"-";"5796";"-";"-";"-";"-";"-";"-";"-";"-";"...";"5";"-";"67";"253";"-";"-";"-";"-";"-";"153";"-";"-";"-";"25923";"-";"-";"155804";"-";"-";"-";"-";"-";"-";"-";"...";"-";"4906";"-";"-";"-";"-";"-";"-";"-";"-";"...";"5";"-";"69";"404";"-";"-";"-";"-";"-";"88";"-";"-";"-";"10228";"-";"-";"94299";"87";"-";"-";"-";"-";"-";"-"
"Barro Duro (PI)";"...";"-";"-";"-";"2047";"-";"-";"-";"-";"-";"-";"...";"323";"-";"174";"250";"-";"-";"-";"-";"-";"281";"-";"1800";"-";"465";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"3143";"-";"-";"-";"-";"-";"-";"...";"204";"-";"85";"374";"-";"-";"-";"-";"-";"257";"-";"1550";"-";"620";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"3017";"-";"-";"-";"-";"-";"-";"...";"277";"-";"95";"457";"-";"-";"-";"-";"-";"291";"-";"2000";"-";"687";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Batalha (PI)";"...";"-";"-";"-";"319";"-";"-";"-";"-";"-";"-";"...";"764";"-";"-";"1176";"-";"-";"-";"-";"-";"594";"122";"115";"-";"842";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"352";"-";"-";"-";"-";"-";"-";"...";"987";"-";"-";"1809";"-";"-";"-";"-";"-";"635";"162";"240";"-";"1126";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"383";"-";"-";"-";"-";"-";"-";"...";"846";"-";"-";"1565";"-";"-";"-";"-";"-";"634";"216";"196";"-";"1038";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bela Vista do Piauí (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"567";"-";"-";"-";"-";"-";"17";"-";"-";"-";"1408";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"597";"-";"-";"-";"-";"-";"18";"-";"-";"-";"1751";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"343";"-";"-";"-";"-";"-";"18";"-";"-";"-";"914";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Belém do Piauí (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"90";"-";"-";"2016";"-";"-";"-";"-";"-";"108";"-";"-";"-";"2471";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"176";"-";"-";"728";"-";"-";"-";"-";"-";"189";"-";"-";"-";"465";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"181";"-";"-";"342";"-";"-";"-";"-";"-";"80";"-";"-";"-";"111";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Beneditinos (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"130";"-";"-";"574";"-";"-";"-";"-";"-";"186";"-";"1700";"-";"270";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"39";"-";"-";"289";"-";"-";"-";"-";"-";"292";"-";"1806";"-";"77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"159";"-";"-";"555";"-";"-";"-";"-";"-";"332";"-";"2125";"-";"483";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bertolínia (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"15";"397";"-";"-";"-";"-";"-";"123";"-";"-";"-";"414";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"18";"454";"-";"-";"-";"-";"-";"132";"-";"-";"-";"529";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"24";"624";"-";"-";"-";"-";"-";"126";"-";"-";"-";"948";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Betânia do Piauí (PI)";"...";"-";"22";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"1078";"-";"-";"-";"-";"-";"453";"-";"-";"-";"1342";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"7";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"116";"-";"-";"-";"-";"-";"673";"-";"-";"-";"26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"12";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"105";"-";"-";"-";"-";"-";"680";"-";"-";"-";"581";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Boa Hora (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"90";"-";"-";"79";"-";"-";"-";"-";"-";"306";"-";"-";"-";"61";"-";"-";"5369";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"46";"-";"-";"125";"-";"-";"-";"-";"-";"315";"-";"-";"-";"82";"-";"-";"11496";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"102";"-";"-";"146";"-";"-";"-";"-";"-";"306";"-";"-";"-";"78";"-";"-";"10455";"-";"-";"-";"-";"-";"-";"-"
"Bocaina (PI)";"...";"-";"-";"-";"1380";"45";"-";"-";"-";"-";"-";"...";"66";"-";"-";"2615";"-";"-";"-";"-";"-";"43";"34";"-";"-";"1414";"-";"-";"-";"-";"135";"-";"-";"-";"-";"-";"...";"-";"-";"-";"528";"24";"-";"-";"-";"-";"-";"...";"40";"-";"-";"1221";"-";"-";"-";"-";"-";"90";"43";"-";"-";"430";"-";"-";"-";"-";"90";"-";"-";"-";"-";"-";"...";"-";"-";"-";"564";"27";"-";"-";"-";"-";"-";"...";"46";"-";"-";"2393";"-";"-";"-";"-";"-";"123";"52";"-";"-";"155";"-";"-";"-";"-";"63";"-";"-";"-";"-";"-"
"Bom Jesus (PI)";"...";"-";"-";"-";"93";"-";"-";"-";"-";"-";"-";"...";"18";"-";"90";"2972";"-";"-";"-";"-";"-";"288";"56";"180";"-";"179667";"-";"-";"320839";"1177";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"320";"-";"-";"-";"-";"-";"-";"...";"28";"-";"62";"4090";"-";"-";"-";"-";"-";"387";"57";"561";"-";"265729";"-";"-";"620983";"487";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"300";"-";"-";"-";"-";"-";"-";"...";"35";"-";"86";"20768";"-";"-";"-";"-";"-";"405";"55";"504";"-";"350716";"-";"-";"822333";"82";"-";"-";"-";"-";"-";"-"
"Bom Princípio do Piauí (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"1243";"-";"-";"2531";"-";"-";"-";"-";"-";"5668";"73";"-";"-";"1069";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"1352";"-";"-";"3389";"-";"-";"-";"-";"-";"12513";"150";"-";"-";"1878";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"2013";"-";"-";"2342";"-";"-";"-";"-";"-";"9360";"175";"-";"-";"1652";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Bonfim do Piauí (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"756";"-";"-";"-";"-";"-";"53";"-";"-";"-";"366";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"315";"-";"-";"-";"-";"-";"76";"-";"-";"-";"23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"636";"-";"-";"-";"-";"-";"96";"-";"-";"-";"323";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Boqueirão do Piauí (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"110";"-";"-";"295";"-";"-";"-";"-";"-";"263";"-";"-";"-";"263";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"343";"-";"-";"626";"-";"-";"-";"-";"-";"375";"-";"-";"-";"518";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"147";"-";"-";"175";"-";"-";"-";"-";"-";"300";"-";"-";"-";"112";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Brasileira (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"84";"-";"-";"206";"-";"-";"-";"-";"-";"231";"-";"260";"-";"307";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"90";"-";"-";"358";"-";"-";"-";"-";"-";"336";"-";"461";"-";"464";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"102";"-";"-";"435";"-";"-";"-";"-";"-";"150";"-";"600";"-";"394";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Brejo do Piauí (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"3";"-";"-";"420";"-";"-";"-";"-";"-";"23";"-";"153";"-";"1199";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"4";"-";"-";"659";"-";"-";"-";"-";"-";"26";"-";"275";"-";"828";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"7";"-";"-";"252";"-";"-";"-";"-";"-";"34";"-";"158";"-";"437";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Buriti dos Lopes (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"109";"-";"-";"1299";"-";"-";"-";"-";"-";"3316";"-";"-";"-";"612";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"120";"-";"-";"1551";"-";"-";"-";"-";"-";"6746";"-";"-";"-";"980";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"116";"-";"-";"1321";"-";"-";"-";"-";"-";"4186";"-";"-";"-";"858";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Buriti dos Montes (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"5";"-";"-";"1238";"-";"-";"-";"-";"-";"106";"-";"-";"-";"1065";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"7";"-";"-";"1142";"-";"-";"-";"-";"-";"194";"-";"-";"-";"388";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"7";"-";"-";"1150";"-";"-";"-";"-";"-";"175";"-";"-";"-";"1160";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cabeceiras do Piauí (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"140";"-";"-";"147";"-";"-";"-";"-";"-";"570";"-";"380";"-";"502";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"287";"-";"-";"214";"-";"-";"-";"-";"-";"495";"-";"560";"-";"528";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"210";"-";"-";"226";"-";"-";"-";"-";"-";"576";"-";"400";"-";"444";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Cajazeiras do Piauí (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"68";"-";"-";"-";"-";"-";"12";"-";"-";"-";"650";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"166";"-";"-";"-";"-";"-";"12";"-";"-";"-";"484";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"-";"122";"-";"-";"-";"-";"-";"46";"-";"-";"-";"441";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Caldeirão Grande do Piauí (PI)";"...";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"630";"3312";"-";"-";"-";"-";"-";"15686";"-";"-";"-";"3787";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"161";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"163";"3540";"-";"-";"-";"-";"-";"17693";"-";"-";"-";"3397";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"18";"-";"-";"-";"-";"-";"-";"-";"-";"...";"-";"-";"510";"9542";"-";"-";"-";"-";"-";"13739";"-";"-";"-";"11435";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
